label,Restaurant,Review,rating(stars),Location
4,Dam's Kitchen,We had dinner from this place. The ambience is okay which was not a concern for us. Coming to the food part we ordered ramen for our daughter since she likes it . Flavour wise it was good but price is 500 for small bowl ramen. I don't understand why so expensive for such a small bow or else they need to increase the portions. We ordered egg washed prawns veg mixed fritter dish which was super bland and there wasn't even prawns flavour  and then we had beef which was really good and flavorful. But again 800 for that dish is something i cannot understand. Overall it was not a good experience,2,Kalyan Nagar
4,K Fashion Cafe,"Serves korean food at comparatively cheaper in anywhere in Bangalore. And Pork chops and grill amazing bite. Also korean cosmetics, clothing and accessories for ladies",5,Hennur
4,K Fashion Cafe,Cute! Good food. The place is a bit run down. But kinda charming in a way. They could clean the place up a bit! The staff here are really sweet and nice!,4,Hennur
4,K Fashion Cafe,The best Korean food around. Totally loved everything we ordered but the honey butter chicken was the standout. Lots of board games to play and spend time,4,Hennur
4,Arirang,"Arirang is by far the best for Korean food for me in Banglore. Loved the service. The place has a few rooms, inside floor seating and tables as well. I especially loved the cold buckwheat noodles.",5,Kammanahalli
4,Arirang,One of the best and affordable option for authentic Korean cuisine. Good service and food. The Ambience can be improved though.,4,Kammanahalli
4,Arirang,The food is good and the ambience is pleasant. But I don’t recommend the floor seating if you’re wearing jeans. And it’s toooooo expensive,3,Kammanahalli
4,Arirang,Best Korean BBQ in Bangalore. Brewed beer is awesome. Must try.,5,Kammanahalli
4,Arirang,"Great food, huge portions. The beef bulgogi and the Korean fried chicken are a must try. We ordered the tuna sushi and it was good too! Will be coming back.",4,Kammanahalli
4,Arirang,everything soo good but I only tried gimbap which always tastes amazing,5,Kammanahalli
4,Arirang,"Visited this restaurant with my parents and tried samgyupsal. Quantity, quality, service was good. They served pretty quickly than expected.Even my parents liked it..... overall good experience.",5,Kammanahalli
4,Arirang,Dingy room with average food taste.. never justifies the price paid for it. They do not even serve water...,1,Kammanahalli
4,Soo Ra Sang,"If you want authentic Korean food, it's here! Especially, their gimbap is heaven!. Their staff, and the owner was very generous and friendly. I'm definitely going to visit again!",5,Indiranagar
4,Soo Ra Sang,"Service was warm and the people seemed very amicable. But still, we felt like the quality, quantity and value of the food did not reach upto it's pricing.",3,Indiranagar
4,Soo Ra Sang,Worst evening of 2023 for us. We went a family of four to try the food. On phone they had confirmed the table and also said yes there are veg barbecue available for korean seating style.,1,Indiranagar
4,Soo Ra Sang,Finally tried the Korean food and they didn't disappoint me at all the taste was just mouth watering and served many side dishes as well. Myst try if you are a Korean food lover,5,Indiranagar
4,Soo Ra Sang,Food  and ambience is great. But owner was rude,3,Indiranagar
4,Soo Ra Sang,Cosy Korean restaurant with kpop playing in the bgm and the owner comes in to check every now and then if you’re enjoying the food,4,Indiranagar
4,Soo Ra Sang,This is the best korean food compared to other restaurants I previously went. A good place to experience korean culture.,5,Indiranagar
4,Soo Ra Sang,It's on top floor very nice to hangout with ur bestees.. Or family for korean food best is the  BBQ,5,Indiranagar
4,Hae Kum Gang,"It was a little hard to get the attention of the waiters, but the food was very tasty. We had the dragon roll, which came with some side dishes such as kimchi, and bulgogi which came with rice and side soup.",4,Ashok Nagar
4,Hae Kum Gang,"Most of the fish and chicken dishes that we tried out are sweet flavoured, not really upto our taste and interest. Less staffs to pay attention to us and too long wait after the order is given. Restaurant is not that spacious to dine in.",3,Ashok Nagar
4,Hae Kum Gang,Authentic Korean food served here.. u can have a beautiful yummy taste of kimbap which is highly recommended! All korean dishes served here,5,Ashok Nagar
4,Hae Kum Gang,Food was great. Pork chulpan is the best dish from here... Must try and loved the chicken dimsum too.,5,Ashok Nagar
4,Hae Kum Gang,Meal costs around 500 per person. Go as a group and try many different dishes. It's worth it.,5,Ashok Nagar
4,Hae Kum Gang,The food and atmosphere of the restaurant made my day. The freebies they gave was too good that we got refill for every sidedish. Everyone should try their Kimchi fried rice.,4,Ashok Nagar
4,Hae Kum Gang,"For Korean food lovers, they might like this place. But for others and vegetarians, they will not enjoy. The smell of the place was bad, it was like sitting in a meat store.",2,Ashok Nagar
4,Hae Kum Gang,Nice small cafe with wide variety menu.They only seem to serve wine in alcohol.,5,Ashok Nagar
4,The Himalayan,"Food was okay, not very authentic(in comparision to other korean restaurants i have tried) but similar.",3,Koramangala
4,The Himalayan,"Amazing food and fast service, really loved that we can ask for more sides cause their kimchi was really great!!!!",4,Koramangala
4,The Himalayan,"If you like delicious, affordable and homely food in a simple but aesthetically done setup served by friendly waiters, this place is for you.",4,Koramangala
4,The Himalayan,"Visited this restaurant with my parents and tried samgyupsal. Quantity, quality, service was good. They served pretty quickly than expected.Even my parents liked it..... overall good experience.",5,Koramangala
4,The Himalayan,"The ambience is beautiful here . We ordered ramen,kimbap and bibimbap.. my friend didn’t like the taste of bibimbap as they added lot of cabbage which changed the taste . Ramen and kimbap was okay",3,Koramangala
4,The Himalayan,First time tried Korean food and I really liked the food. The place is neat and clean and food was also delicious.  Parking a four wheeler is a little task. Rest all is good about this place . Happy eating .,4,Koramangala
4,The Himalayan,"Great Korean food, peaceful hang out The seating and ambience are built as a very nostalgic Korean bistro. The price is slightly on the hire side but overall quality is great and worth the wallet.",4,Koramangala
4,The Himalayan,i forget to take photos because as soon as the food comes i just start gulping. lovvvvvee the kimbap. crab kimbap is great!!! side dishes are so yummy and you can ask for refills as well. we usually do for kimchi and sweet potato. i wish u start serving triangle gimbap too!!,5,Koramangala
5,Shao,Had a good food in shao restaurant,4,Marathahalli
5,Shao,"tried the maki rolls and the dim sums, and they were amazing. A bit expensive, but it was good.",4,Marathahalli
5,Shao, felt the flavours need to  level up in comparison to their competitor restaurants.,3,Marathahalli
5,Shao,One cannot stop having The Schezwan Noodles  when they visit Shao. Schezwan Noodles is the highlight here .I love to have it whenever I am here ,3,Marathahalli
5,Shao,Service is slow. Staff does not answer questions about food and menu but food tastes good,4,Marathahalli
5,Shao,Provides best rice noodles just like chinese rice noodles,3,Marathahalli
5,Shao,"if u go to Shao,don't comeback without trying rice noodles",3,Marathahalli
5,Chung Wah,"Satay chicken with peanut chutney was outstanding, so was the  chow mein.Service was quick, the ambience could be made a bit better.",4,Ashok Nagar
5,Chung Wah,soup is nice and honey lasts crispy chicken also nice,5,Ashok Nagar
5,Chung Wah,"Good food , cozy ambience and reasonably priced. The service was great too.P.S:  A No no for the washrooms.",4,Ashok Nagar
5,Chung Wah,Best Asian food place. Here chicken momos are the must try! Every thing here is so tasty. A must visit in Bangalore for Asian foods ,5,Ashok Nagar
5,Chung Wah,A typical old school Chinese restaurant in the heart of Bangalore. Has a wide variety of food and a great set of staff.,4,Ashok Nagar
5,Chung Wah,Reasonable in terms of cost but not in terms of nutrition. Should add more vegetables in fried rice and noodles. Otherwise it's consuming only pure carbs.. so if you looking for low cost tasty food . This is good.. but low in vegies.,3,Ashok Nagar
5,Chung Wah,"Don't deserve any star. Giving one cos I can't give anything lesser. Mockery in the name of Chinese food. Absolutely rubbish. Tried Chopsuey, Fried rice, chicken lollipop.  Never ever again.",1,Ashok Nagar
5,Chung Wah,Pretty clean. Hadn't been here in ages. Food is the usual Chung Wah standard.,5,Ashok Nagar
5,Memories of China,"Excellent food, presentation, service and ambience! . Must visit for good Chinese food in the heart of the city :)",5,Taj MG Road
5,Memories of China,"Amazing food. Authentic flavours and great taste. Being vegetarians, there were plenty of options. The service was quick and people were very helpful",5,Taj MG Road
5,Memories of China,"Liked: Service,Ambience,Food quality,Location and Could Improve: Food taste, Chiness food authenticity factor",4,Taj MG Road
5,Memories of China,"Awesome food in terms of taste, quality and variety. Though we had made lunch reservation, their front desk person had messed up but the manager was happy to accommodate us.",4,Taj MG Road
5,Memories of China,"Except for the Dimsum, everything else was too spicy - with no offerings for those who cannot tolerate excessive spice.  Felt it was typically an Andhra style Chinese restaurant.",2,Taj MG Road
5,Memories of China,Outstanding food and service! This is one of the best Asian food in Bangalore. Chung fan chicken and burnt garlic rice are some of my favourites,5,Taj MG Road
5,Memories of China,"Lovely ambience , awesome food and courteous staff - the restaurant is a combination of all the best things !",5,Taj MG Road
5,Memories of China,Food is bit expensive but worth the money you spend,4,Taj MG Road
5,Zen,"Zen platter only one role type. Has lots different fish selection. A bit pricy the coconut milk shrimp soup was great. This restaurant has three menus, Japanese, Chinese and Thai. Service is great.",4,Kodihalli
5,Zen,Great service and food overall. The onion pancakes were not pancakes but other than that things were good.The service was excellent.,5,Kodihalli
5,Zen,The Sushi and the dumplings are great. who doesn't love authentic asian cuisines. They have an extensive menu and undoubtedly the best I have ever had. Keep up the good work,5,Kodihalli
5,Zen,"Amazing food and great service. Loved every bit. Awesome food , best service and beautiful place!! One of the best Indian restaurant in town!! Go for it!! Will surely visit again. Must visit fr all food lovers",5,Kodihalli
5,Zen,"All in all food was average for a Leela restaurant, but ambience was awesome and service was great too..",4,Kodihalli
5,Zen,"We sat outdoors, it was nice and peaceful at that time. I ordered hakka noodles with chicken, it was very simple, common dish, the taste was very nice and properly cooked. Staff was friendly, too.",4,Kodihalli
5,Zen,"Natural ambience created to provide a fresh atmosphere to guests. Asian cuisine being their speciality, there are good options in Chinese as well. Take a break to relax in this fine luxury ",4,Kodihalli
5,Zen,Great food and great service. We had a quiet dinner . The spice level in our food was customized very well! It was as spicy and tangy as I had expected!,3,Kodihalli
5,Zen,Love the place. Must try for asian food. Cozy ambience with great service and staff. Will surely go again.,5,Kodihalli
5,Mainland China,They should not call themselves Chinese restaurant. They’re no where near to being a authentic Chinese restaurant.,1,Jayanagar
5,Mainland China,Little expensive menu but yeah it is delicious...,5,Jayanagar
5,Mainland China,"Awesome Ambience, Well Experienced and Professional/Polite Wait Staff.Quality and Taste of the Food was awesome.",5,Jayanagar
5,Mainland China,Food is just amazing.Service could be better. Best place for Chinese food,4,Jayanagar
5,Mainland China,The food quality is very good but pretty expensive. Weekends go only if you have confirmed table booking. Otherwise be prepared to wait a good 30min,4,Jayanagar
5,Mainland China,Mainland China is well known for its specific Chinese cooking techniques,5,Jayanagar
5,Mainland China,"Awesome soup to start but disappointed this time with starters and main course. Food low on salt, taste and something missing.Hope they don't disappoint me next time.",3,Jayanagar
5,Mainland China,"Definitely not value for money, considering the quantity of food, price is higher. They charge Service tax also.",3,Jayanagar
5,China Pearl,"Just excellent..  10/10.Tried Thai pineapple mix fried rice and Fung lat fish. Both were superb and absolutely delicious.Enjoyed the ambience, decoration & service also.",5,Koramangala
5,China Pearl,Chinese cuisine at its best. Their red dragon chicken and chowmien are a must try. Very authentic and extremely delicious. The portion size is also very good. Its a must try restaurant in Bengaluru.,5,Koramangala
5,China Pearl,It's a decent place with calm music. Very nearly maintained. The staff are very polite and help you in choosing the food.,4,Koramangala
5,China Pearl,Had Mixed noodles and Fried Rice + Chilli Chicken(named something diff in menu),4,Koramangala
5,China Pearl,The food here is proper indo-chinese good amount of spice and great taste. The resturant itself is cosy and Chinese themed.,5,Koramangala
5,China Pearl,It's really an amazing place to try Chinese cuisine. I tried chicken noodles and starters chicken chilli with huang sauce. Not too spicy but have good taste. Bit expensive though because it's in kormangla,4,Koramangala
5,China Pearl,"The taste was pretty good, I really liked the crispy dragon chopsuey, it's a must try.The ambience gives a good taste of Chinese culture too",4,Koramangala
5,China Pearl,"One of the iconic chinese restaurant serving authentic dishes and fresh preparations, the variety of cuisine is quite impressive,staff are very polite and knowledgeable",5,Koramangala
5,China Pearl,Very nice place to spend time with friends and good food as well. Had some issues for parking but it was ok.. Over all a great experience,4,Koramangala
5,China Pearl,Food is very good here... especially the prawns related food and chicken...fish one is not so great... over-all its nice experience... don't forget to taste the platter mix veg fry one,4,Koramangala
5,Peking Orient ,"Its suggested only for people who likes north indian, thai, and chinese cuisine",5,Kammanahalli
5,Peking Orient ,Food: poor. Flavorless and tasteless. Also 3/4 of the items on the menu aren’t available.,1,Kammanahalli
5,Peking Orient ,"Love the food in Peking. Been to this place after a long time, was happy with the service and food.",5,Kammanahalli
5,Peking Orient ,Amazing food even at late nights ,5,Kammanahalli
5,Peking Orient ,"If you have a lot of free time then best place to visit. You can order any dish and you will have to wait for an eternity for it come. Oh, the waiters are on another level just class..",1,Kammanahalli
5,Peking Orient ,"The place was empty, service was excellent Food quality was basically good",4,Kammanahalli
